name,address,email,phone_number,banking_account
RH Audio,4 Nw 12th St #3849,cecilia_colaizzo@colaizzo.com,608-302-3387,671703281581859      
RH Audio Price-less,2 A Kelley Dr,leslie@cox.net,914-396-2615,180284406735563      
Audio Literature,88827 Frankford Ave,nan@koppinger.com,336-564-1492,215322290811544      
Voyager,2 W Scyene Rd #3,idewar@dewar.com,410-522-7621,300253151078653      
Avon Books (AvoNova),62260 Park Stre,tegan.arceo@arceo.org,732-705-6719,113751845906058      
Sunstone Press,3424 29th St Se,ruthann@hotmail.com,830-919-5991,598634634634782      
Soundings,35 E Main St #43,joni_breland@cox.net,847-740-5304,575289693532691      
Nova Audio Books,7163 W Clark Rd,vrentfro@cox.net,732-724-7251,917305577861492      
University Press of Kentucky,21575 S Apple Creek Rd,colette.kardas@yahoo.com,402-707-1602,580887676986695      
Limelight,747 Leonis Blvd,malcolm_tromblay@cox.net,703-874-4248,943169055072369      
Harcourt  Brace  Jovanovich,13 Gunnison St,ryan@cox.net,972-961-4968,848839750764095      
CDS Books,18 3rd Ave,jess.chaffins@chaffins.org,212-428-9538,653956800670269      
Vanguard Press,62 W Austin St,sbourbon@yahoo.com,516-749-3188,231535666814629      
dtv,177 S Rider Trl #52,nickolas_juvera@cox.net,352-947-6152,928371360254226      
Dutton Books,2 W Mount Royal Ave,gary_nunlee@nunlee.org,317-887-8486,361642550542839      
1/15/1999,1953 Telegraph Rd,diane@cox.net,816-329-5565,802581370681806      
Ediciones Urano,63517 Dupont St,roslyn.chavous@chavous.org,601-973-5754,519228273760956      
Poppy,5 E Truman Rd,glory@yahoo.com,325-740-3778,883332249557132      
Advantage World Press,251 Park Ave #979,rasheeda@aol.com,408-997-7490,374692299568770      
Harlequin Presents,43496 Commercial Dr #29,alpha@yahoo.com,856-513-7024,634625168308701      
Teacher's Pet Publications,2184 Worth St,refugia.jacobos@jacobos.com,510-509-3496,599133692000758      
Hyperion Paperbacks,50126 N Plankinton Ave,shawnda.yori@yahoo.com,407-564-8113,145659632601200      
Puzzle-Via Magna,38773 Gravois Ave,mdelasancha@hotmail.com,307-816-7115,985587542053705      
Smart Pop,16452 Greenwich St,gilma_liukko@gmail.com,516-407-9573,870684560975953      
Marshall Cavendish Editions,40 Cambridge Ave,jgabisi@hotmail.com,608-586-6912,344996540906330      
Hawthorne Books,20113 4th Ave E,lili.paskin@cox.net,201-478-8540,384984835742028      
Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,6 Ridgewood Center Dr,loren.asar@aol.com,570-569-2356,664197810636467      
Douglas & McIntyre,469 Outwater Ln,dorothy@cox.net,858-732-1884,407197072281959      
DC Comics Vertigo,62 Monroe St,gail_similton@similton.com,760-493-9208,139726319860672      
Sticker Design (DC Comics),3338 A Lockport Pl #6,catalina@hotmail.com,609-826-4990,942951120368547      
Disinformation Company,9 Hwy,lawrence.lorens@hotmail.com,401-893-1820,410761807526923      
The Disinformation Company (NYC),8284 Hart St,carlee.boulter@hotmail.com,785-253-7049,745562693873187      
Open Court,5 Washington St #1,tankeny@ankeny.org,916-459-2433,880705511529504      
Akashic Books/Punk Planet Books,8 S Haven St,joles@gmail.com,386-208-6976,222878142284732      
Main Street Books,9 Front St,alesia_hixenbaugh@hixenbaugh.org,202-276-6826,977511284370215      
Monolith Graphics,1933 Packer Ave #2,lai@gmail.com,415-926-6089,963204498314820      
La factoría de ideas,67 Rv Cent,bgillaspie@gillaspie.com,208-206-9848,552596033909409      
Del Rey Books (NY),2 Sw Nyberg Rd,rkampa@kampa.org,574-330-1884,407679553447660      
Bold Strokes Books,89992 E 15th St,flo.bookamer@cox.net,308-250-6987,769202120389606      
Icon Books,61556 W 20th Ave,jbiddy@yahoo.com,206-395-6284,778814851626357      
Hackett Publishing Company,63 E Aurora Dr,chauncey_motley@aol.com,407-557-8857,629547659205578      
Impact,6649 N Blue Gum St,jbutt@gmail.com,504-845-1427,376501162689602      
Harlequin Special Releases,4 B Blue Ridge Blvd,josephine_darakjy@darakjy.org,810-374-9840,163366155016549      
Naiad Press,8 W Cerritos Ave #54,art@venere.org,856-264-4130,690321783999703      
Penguin UK,639 Main St,lpaprocki@hotmail.com,907-921-2010,280491532015430      
List Taschenbuch,34 Center St,donette.foller@cox.net,513-549-4561,534042867530621      
小学館,3 Mcauley Dr,simona@morasca.com,419-800-6759,479422719441402      
小学館 [Shōgakukan],7 Eads St,mitsue_tollner@yahoo.com,773-924-8565,914221279460399      
University of Alaska Press,7 W Jackson Blvd,leota@hotmail.com,408-813-1105,991626099159827      
CMX,5 Boston Ave #88,sage_wieser@cox.net,605-794-4895,349192448842702      
Blackwell Publishers,228 Runamuck Pl #2808,kris@gmail.com,410-804-4694,580170008581821      
Heinle,2371 Jerrold Ave,minna_amigon@yahoo.com,215-422-8694,443936176300458      
Fontana Press,37275 St  Rt 17m M,amaclead@gmail.com,631-677-3675,666254411413800      
Edicións Xerais de Galicia  S.A.,25 E 75th St #69,kiley.caldarera@aol.com,310-254-3084,427396679502344      
Charlesbridge,98 Connecticut Ave Nw,gruta@cox.net,440-579-7763,110301892913184      
Sierra Club Books,56 E Morehead St,calbares@gmail.com,956-841-7216,326676818858263      
HarperTempest,73 State Road 434 E,mattie@aol.com,602-953-6360,472493805286192      
Downtown Press,69734 E Carrillo St,meaghan@hotmail.com,931-235-7959,797414103316820      
Times Books,322 New Horizon Blvd,gladys.rim@rim.org,414-377-2880,439112092637794      
History Press Ltd,1 State Route 27,yuki_whobrey@aol.com,313-341-4470,794017464721072      
The Liffey Press,394 Manchester Blvd,fletcher.flosi@yahoo.com,815-426-5657,672275193615888      
Thomas Dunne Books,6 S 33rd St,bette_nicka@cox.net,610-492-4643,962348230548805      
Veritas Publishing,6 Greenleaf Ave,vinouye@aol.com,408-813-4592,645511955751702      
Perfection Learning,618 W Yakima Ave,willard@hotmail.com,972-896-4882,204019783023428      
Little Simon,74 S Westgate St,mroyster@royster.com,518-448-8982,604977015819030      
Pimsleur,3273 State St,alisha@slusarski.com,732-635-3453,959911414426321      
Droemer Knaur,1 Central Ave,allene_iturbide@cox.net,715-530-9863,532076413668949      
Devil's Due Publishing,86 Nw 66th St #8673,chanel.caudy@caudy.org,913-899-1103,568404096465370      
Avery Publishing Group,2 Cedar Ave #84,ezekiel@chui.com,410-235-8738,585348481360348      
Wiley Publishing  Inc.,90991 Thorburn Ave,wkusko@yahoo.com,212-934-5167,403994429549274      
Benjamin Cummings,386 9th Ave N,bfigeroa@aol.com,936-597-3614,276223837343721      
Thames & Hudson,74874 Atlantic Ave,ammie@corrio.com,614-648-3265,339172935592031      
Warner,366 South Dr,francine_vocelka@vocelka.com,505-335-5293,176702373224559      
Nicholas Brealey,45 E Liberty St,ernie_stenseth@aol.com,201-387-9093,630079436940225      
B&H Publishing Group,4 Ralph Ct,albina@glick.com,732-782-6701,196111092299453      
Courage Books,2742 Distribution Way,asergi@gmail.com,212-753-2740,518535596720614      
Fireside,426 Wolf St,solange@shinko.com,504-265-8174,376396621711793      
Academy Chicago Publishers,128 Bransten Rd,jose@yahoo.com,212-569-4233,622712922689339      
Birlinn,17 Morena Blvd,rozella.ostrosky@ostrosky.com,805-609-1531,301637703953253      
Grafton,775 W 17th St,valentine_gillian@gmail.com,210-300-6244,887524506283248      
Peerage Books,6980 Dorsett Rd,kati.rulapaugh@hotmail.com,785-219-7724,946915581183480      
River City Publishing,2881 Lewis Rd,youlanda@aol.com,541-993-2611,395960037753434      
Springer,7219 Woodfield Rd,doldroyd@aol.com,913-645-8918,728286927034780      
Crystal Clarity Publishers,1048 Main St,roxane@hotmail.com,907-335-6568,971589248481419      
Macmillan Publ. Co.,678 3rd Ave,lperin@perin.org,305-995-2078,582232086237654      
Plaza & Janés,20 S Babcock St,erick.ferencz@aol.com,907-227-6777,174935619797129      
Penguin Group (USA),2 Lighthouse Ave,fsaylors@saylors.org,952-479-2375,635081736245021      
Círculo de Lectores,38938 Park Blvd,jina_briddick@briddick.com,617-997-5771,783400122833980      
Record,5 Tomahawk Dr,kanisha_waycott@yahoo.com,323-315-7314,710974486289901      
Paul Mellon Centre BA,762 S Main St,emerson.bowley@bowley.org,608-658-7940,273813629865540      
Doubleday & Company  Inc.,209 Decker Dr,bmalet@yahoo.com,215-794-4519,595262249142723      
Harper Audio,4486 W O St #1,bbolognia@yahoo.com,212-617-5063,481861031824870      
Checkmark Books,39 S 7th St,lnestle@hotmail.com,931-303-6041,950015761611144      
Re/Search Publications,98839 Hawthorne Blvd #6101,sabra@uyetake.org,803-681-3678,320945504892034      
Semiotext(e),71 San Mateo Ave,mmastella@mastella.com,610-379-7125,854823840997615      
Seuil,76 Brooks St #9,karl_klonowski@yahoo.com,908-470-4661,830051591873450      
Points,4545 Courthouse Rd,twenner@aol.com,516-333-4861,926999659833242      
Morgan Road Books,14288 Foster Ave #4121,amber_monarrez@monarrez.org,215-329-6386,971911380187757      
Urion Press,4 Otis St,shenika@gmail.com,818-749-8650,171356529927433      
Crown Business,65895 S 16th St,delmy.ahle@hotmail.com,401-559-8961,788623176946577      
Fithian Press,14302 Pennsylvania Ave,deeanna_juhas@gmail.com,215-417-9563,479925803264979      
Apple Paperbacks (Scholastic),201 Hawk Ct,bpugh@aol.com,401-300-8122,748376908039531      
Gamble Guides,53075 Sw 152nd Ter #615,jamal@vanausdal.org,732-904-2931,101104113341392      
Scholastic Inc,59 N Groesbeck Hwy,cecily@hollack.org,512-861-3814,666920263045607      
Coronet,2664 Lewis Rd,carmelina_lindall@lindall.com,303-874-5160,252641939411785      
Montlake Romance,59 Shady Ln #53,maurine_yglesias@yglesias.com,414-573-7719,587101755891588      
Black Dog & Leventhal,3305 Nabell Ave #679,tawna@gmail.com,212-462-9157,381694487009383      
Dial Books,18 Fountain St,penney_weight@aol.com,907-873-2882,785295544535326      
Candlewick Press (MA),7 W 32nd St,elly_morocco@gmail.com,814-420-3553,862067250041338      
Candlewick,2853 S Central Expy,ilene.eroman@hotmail.com,410-937-4543,469572811469491      
Simon  Schuster/Paula Wiseman Books,74 W College St,vmondella@mondella.com,208-737-8439,363659052957215      
HarperCollinsPublishers,701 S Harrison Rd,kallie.blackwood@gmail.com,415-604-7609,284079015979520      
Alderac Entertainment Group (AEG),1088 Pinehurst St,johnetta_abdallah@aol.com,919-715-3791,426262011410968      
Black Sparrow Press,30 W 80th St #1995,brhym@rhym.com,650-811-9032,839763613529013      
Nonsuch Publishing,20932 Hedley St,micaela_rhymes@gmail.com,925-522-7798,533175512530961      
Hippo/Scholastic,2737 Pistorio Rd #9230,tamar@hotmail.com,740-526-5410,886673206285404      
University of Arkansas Press,74989 Brandon St,moon@yahoo.com,585-498-4278,783696812930413      
Listening Library,6 Kains Ave,laurel_reitler@reitler.com,410-957-6903,754021966986690      
Zebra Books,47565 W Grand Ave,delisa.crupi@crupi.com,973-847-9611,468347123466881      
Ballantine,4284 Dorigo Ln,viva.toelkes@gmail.com,773-352-3437,449067706366741      
Larousse Kingfisher Chambers,6794 Lake Dr E,elza@yahoo.com,973-796-3667,260649834699831      
Neil Wilson Publishing,31 Douglas Blvd #950,devorah@hotmail.com,505-950-1763,264871719317892      
Adamant Media Corporation,44 W 4th St,timothy_mulqueen@mulqueen.org,718-654-7063,293822401475433      
New Page Books,11279 Loytan St,ahoneywell@honeywell.com,904-514-9918,650182614758422      
Cleis Press,69 Marquette Ave,dominque.dickerson@dickerson.org,510-901-7640,128558485823941      
Schwartz & Wade Books,70 W Main St,lettie_isenhower@yahoo.com,216-733-8494,573432639017885      
Gale Cengage,461 Prospect Pl #316,mmunns@cox.net,817-451-3518,115506589054100      
Laurel Leaf Books,47154 Whipple Ave Nw,stephaine@barfield.com,310-968-1219,346978620130427      
Harper Teen,37 Alabama Ave,lai.gato@gato.org,847-957-4614,279717915364193      
Simon & Schuster Simon Pulse,3777 E Richmond St #900,stephen_emigh@hotmail.com,330-700-2312,433760179863015      
Young Picador,3 Fort Worth Ave,tshields@gmail.com,215-228-8264,426428914031457      
Square Fish,4800 Black Horse Pike,twardrip@cox.net,650-216-5075,126902808133232      
Firebird Books,83649 W Belmont Ave,cory.gibes@gmail.com,626-696-2777,292055679636743      
Henry Holt and Company,840 15th Ave,danica_bruschke@gmail.com,254-205-1422,985038066079341      
HarperLargePrint,1747 Calle Amanecer #2,wilda@cox.net,907-914-9482,229112787766513      
Time Warner Books UK,99385 Charity St #840,elvera.benimadho@cox.net,408-440-8447,749574446379821      
Ace Trade,68556 Central Hwy,carma@cox.net,510-452-4835,673742095957475      
Atlantic Books (UK),55 Riverside Ave,malinda.hochard@yahoo.com,317-472-2412,311971765440918      
Harper Collins,7140 University Ave,natalie.fern@hotmail.com,307-279-3793,496081678410780      
Quinteto,64 5th Ave #1153,lisha@centini.org,703-475-7568,245687998020369      
Aurum,3 Secor Rd,arlene_klusman@gmail.com,504-946-1807,841330922538052      
Puffin Books (Penguin Books),4 Webbs Chapel Rd,alease@buemi.com,303-521-9860,992401328785526      
Bantam Doubleday Dell Publishing Company Inc.,524 Louisiana Ave Nw,louisa@cronauer.com,510-472-7758,945861138170963      
Perennial,185 Blackstone Bldge,angella.cetta@hotmail.com,808-475-2310,898202046854088      
Kyle Books,170 Wyoming Ave,cgoldammer@cox.net,952-938-9457,837187417618784      
Watson-Guptill,4 10th St W,rosio.cork@gmail.com,336-497-4407,287715711131998      
Ash Tree Publishing,7 W Pinhook Rd,ckorando@hotmail.com,516-365-7266,272895613445251      
Editions de l'Olivier,1 Commerce Way,twana.felger@felger.org,503-909-7167,760614757432158      
Blue Sky Press,64 Lakeview Ave,estrella@aol.com,608-942-8836,112063691232347      
Five Star Trade,3 Aspen St,dkines@hotmail.com,508-843-1426,742831868204922      
Creation Books,32860 Sierra Rd,tiffiny_steffensmeier@cox.net,305-304-6573,854644976769113      
Onyx,555 Main St,emiceli@miceli.org,814-299-2877,901701231794006      
Top Shelf Productions,2 Se 3rd Ave,sue@aol.com,972-742-4000,435454655995083      
Marion Boyars Publishers,2239 Shawnee Mission Pky,jshin@shin.com,931-739-1551,212388817859798      
Taplinger Publishing,2726 Charcot Ave,rolland@cox.net,973-284-4048,102373614896041      
Tuttle Publishing,5161 Dorsett Rd,pamella.schmierer@schmierer.org,305-575-8481,992962342002692      
McGraw-Hill/Glencoe,55892 Jacksonville Rd,gkulzer@kulzer.org,410-916-8015,536712182024293      
Troll Communications,5 N Cleveland Massillon Rd,shawna_palaspas@palaspas.org,805-638-6617,853272760012743      
Wadsworth Publishing Company,7 Benton Dr,brandon_callaro@hotmail.com,808-240-5168,733810870453501      
New Harbinger Publications,9390 S Howell Ave,scarlet.cartan@yahoo.com,229-365-9658,227698575771480      
Bertrand,8 County Center Dr #647,oretha_menter@yahoo.com,617-697-6024,138686759559451      
Goldmann,4646 Kaahumanu St,tsmith@aol.com,201-995-3149,855139647548676      
Vida,2 Monroe St,xuan@gmail.com,650-247-2625,118403961950410      
Y Lolfa,52777 Leaders Heights Rd,lindsey.dilello@hotmail.com,909-589-1693,600438179162135      
Destiny Books,72868 Blackington Ave,devora_perez@perez.org,510-755-9274,282367828335495      
Healing Arts Press,9 Norristown Rd,hdemesa@cox.net,518-931-7852,923079502187918      
Regal Books,83 County Road 437 #8581,rpapasergi@cox.net,570-469-8401,697039843786154      
Newmarket,1 N Harlem Ave #9,talia_riopelle@aol.com,973-818-9788,239110586459115      
LSU Press,90131 J St,van.shire@shire.com,908-448-1209,217891815701400      
Routledge Taylor & Francis Books Ltd imprint,8597 W National Ave,lucina_lary@cox.net,321-632-4668,332477731102069      
Yale University Press (New Haven  CT),6 Gilson St,bok.isaacs@aol.com,718-478-8568,725895718206582      
Dominion Press,65 W Maple Ave,rolande.spickerman@spickerman.com,808-526-5863,242796902485507      
Kensington,866 34th Ave,hpaulas@gmail.com,303-692-3118,833181871519507      
Penguin Books USA Inc.,798 Lund Farm Way,kimbery_madarang@cox.net,973-225-6259,854478786586135      
Bantam Doubleday Dell (NYC),9387 Charcot Ave,thurman.manno@yahoo.com,609-234-8376,467252772701078      
Catholic Book Publishing,30553 Washington Rd,becky.mirafuentes@mirafuentes.com,908-426-8272,370600742990181      
Arlington House,481 W Lemon St,beatriz@yahoo.com,508-315-3867,822480460758435      
Sophia Institute Press,4 Warehouse Point Rd #7,marti.maybury@yahoo.com,773-539-1058,671300745670929      
Image,4940 Pulaski Park Dr,nieves_gotter@gmail.com,503-455-3094,429266930425786      
Christian Classics,627 Walford Ave,lhagele@cox.net,214-225-5850,667584926100918      
University of Notre Dame Press,137 Pioneer Way,vklimek@klimek.org,312-512-2338,827410145220098      
Yellow Jersey,61 13 Stoneridge #835,melissa@cox.net,419-254-4591,730325191241525      
Patmos,2409 Alabama Rd,sheridan.zane@zane.com,951-248-6822,821783502018693      
Franklin Watts,8927 Vandever Ave,bulah_padilla@hotmail.com,254-816-8417,679779477265288      
Nelson Current,134 Lewis Rd,audra@kohnert.com,615-448-9249,524565054364987      
Vertical,9 N College Ave #3,dweirather@aol.com,414-838-3151,381252889950281      
Lark Books,60480 Old Us Highway 51,fjillson@aol.com,410-724-6472,541706630572921      
Alderac Entertainment Group,4 Bloomfield Ave,gearldine_gellinger@gellinger.com,972-821-7118,693075953766564      
Hodder & Stoughton Educational Division,429 Tiger Ln,chau@gmail.com,310-969-7230,857942010130318      
Routledge/Taylor & Francis Ltd.,54169 N Main St,theola_frey@frey.com,516-357-3362,727955148678952      
Sentient Publications,92 Main St,cheryl@haroldson.org,609-263-9243,358996816356018      
